Name,Source,Puzzle,Width,Height,x_topleft,y_topleft,x_bottomleft,y_bottomleft,x_bottomright,y_bottomright,x_topright,y_topright,x_topleft_absolute,y_topleft_absolute,x_bottomleft_absolute,y_bottomleft_absolute,x_bottomright_absolute,y_bottomright_absolute,x_topright_absolute,y_topright_absolute
03_04_honor_view_10_0.jpg,honor_view_10,03_04,3456,4608,0.230613426,0.255859375,0.266782407,0.659722222,0.774016204,0.623263889,0.731770833,0.254991319,797,1179,922,3040,2675,2872,2529,1175
03_04_honor_view_10_1.jpg,honor_view_10,03_04,4608,3456,0.353081597,0.244791667,0.380859375,0.827256944,0.8046875,0.797743056,0.796657986,0.223668981,1627,846,1755,2859,3708,2757,3671,773
03_05_honor_view_10_0.jpg,honor_view_10,03_05,3456,4608,0.104456019,0.210069444,0.174768519,0.706163194,0.813368056,0.69921875,0.820601852,0.188368056,361,968,604,3254,2811,3222,2836,868
03_05_honor_view_10_1.jpg,honor_view_10,03_05,4608,3456,0.450520833,0.123842593,0.454427083,0.652488426,0.844618056,0.650752315,0.845703125,0.123842593,2076,428,2094,2255,3892,2249,3897,428
03_07_honor_view_10_0.jpg,honor_view_10,03_07,3456,4608,0.180844907,0.297743056,0.228298611,0.738715278,0.822627315,0.683810764,0.743055556,0.256510417,625,1372,789,3404,2843,3151,2568,1182
03_07_honor_view_10_1.jpg,honor_view_10,03_07,4608,3456,0.331814236,0.225115741,0.342664931,0.806134259,0.766493056,0.791666667,0.767144097,0.224247685,1529,778,1579,2786,3532,2736,3535,775
03_08_honor_view_10_0.jpg,honor_view_10,03_08,3456,4608,0.166377315,0.314670139,0.172743056,0.8046875,0.842303241,0.820095486,0.838252315,0.30078125,575,1450,597,3708,2911,3779,2897,1386
03_08_honor_view_10_1.jpg,honor_view_10,03_08,4608,3456,0.318793403,0.183159722,0.3359375,0.803819444,0.803602431,0.774884259,0.776692708,0.158275463,1469,633,1548,2778,3703,2678,3579,547
03_09_honor_view_10_0.jpg,honor_view_10,03_09,3456,4608,0.202546296,0.238064236,0.179976852,0.734157986,0.844328704,0.778211806,0.897280093,0.250434028,700,1097,622,3383,2918,3586,3101,1154
03_09_honor_view_10_1.jpg,honor_view_10,03_09,4608,3456,0.362196181,0.190972222,0.339409722,0.815104167,0.853732639,0.848668981,0.836588542,0.156539352,1669,660,1564,2817,3934,2933,3855,541
03_10_honor_view_10_0.jpg,honor_view_10,03_10,3456,4608,0.219039352,0.380642361,0.265625,0.781467014,0.802083333,0.79296875,0.842303241,0.382161458,757,1754,918,3601,2772,3654,2911,1761
03_10_honor_view_10_1.jpg,honor_view_10,03_10,4608,3456,0.296657986,0.196180556,0.264105903,0.822048611,0.789930556,0.82349537,0.753255208,0.179398148,1367,678,1217,2841,3640,2846,3471,620
03_11_honor_view_10_0.jpg,honor_view_10,03_11,3456,4608,0.101273148,0.206163194,0.241898148,0.689236111,0.826967593,0.611545139,0.8125,0.143446181,350,950,836,3176,2858,2818,2808,661
03_11_honor_view_10_1.jpg,honor_view_10,03_11,4608,3456,0.473307292,0.360532407,0.466579861,0.802951389,0.8046875,0.804398148,0.789930556,0.369502315,2181,1246,2150,2775,3708,2780,3640,1277
02_17_iphone_14_0.jpg,iphone_14,02_17,3024,4032,0.232473545,0.176587302,0.196097884,0.667906746,0.852513228,0.713541667,0.915013228,0.201636905,703,712,593,2693,2578,2877,2767,813
02_17_iphone_14_1.jpg,iphone_14,02_17,4032,3024,0.239583333,0.177248677,0.205853175,0.821097884,0.707093254,0.846230159,0.711805556,0.193783069,966,536,830,2483,2851,2559,2870,586
02_18_iphone_14_0.jpg,iphone_14,02_18,3024,4032,0.137566138,0.22172619,0.150793651,0.770585317,0.889880952,0.795386905,0.901455026,0.217013889,416,894,456,3107,2691,3207,2726,875
02_18_iphone_14_1.jpg,iphone_14,02_18,4032,3024,0.352430556,0.179563492,0.319940476,0.755952381,0.768105159,0.792989418,0.783482143,0.198412698,1421,543,1290,2286,3097,2398,3159,600
02_19_iphone_14_0.jpg,iphone_14,02_19,3024,4032,0.219246032,0.210813492,0.213955026,0.707093254,0.87037037,0.741071429,0.913690476,0.228670635,663,850,647,2851,2632,2988,2763,922
02_19_iphone_14_1.jpg,iphone_14,02_19,4032,3024,0.350198413,0.179563492,0.369543651,0.786375661,0.822420635,0.758928571,0.800595238,0.157407407,1412,543,1490,2378,3316,2295,3228,476
02_21_iphone_14_0.jpg,iphone_14,02_21,3024,4032,0.169642857,0.236359127,0.155092593,0.70610119,0.818452381,0.707837302,0.793650794,0.21155754,513,953,469,2847,2475,2854,2400,853
02_21_iphone_14_1.jpg,iphone_14,02_21,4032,3024,0.220238095,0.170965608,0.244543651,0.882936508,0.752728175,0.855489418,0.750496032,0.181878307,888,517,986,2670,3035,2587,3026,550
02_22_iphone_14_0.jpg,iphone_14,02_22,3024,4032,0.058862434,0.223214286,0.176587302,0.789186508,0.895171958,0.748759921,0.889880952,0.182291667,178,900,534,3182,2707,3019,2691,735
02_22_iphone_14_1.jpg,iphone_14,02_22,4032,3024,0.295386905,0.206018519,0.270337302,0.856150794,0.788690476,0.847883598,0.754464286,0.211309524,1191,623,1090,2589,3180,2564,3042,639
02_23_iphone_14_0.jpg,iphone_14,02_23,3024,4032,0.098214286,0.191468254,0.11276455,0.741071429,0.809193122,0.767361111,0.881613757,0.222470238,297,772,341,2988,2447,3094,2666,897
02_23_iphone_14_1.jpg,iphone_14,02_23,4032,3024,0.366071429,0.231150794,0.344494048,0.805224868,0.797371032,0.821097884,0.790922619,0.230489418,1476,699,1389,2435,3215,2483,3189,697
02_24_iphone_14_0.jpg,iphone_14,02_24,3024,4032,0.148809524,0.214037698,0.120039683,0.739583333,0.803240741,0.789186508,0.878637566,0.260416667,450,863,363,2982,2429,3182,2657,1050
02_24_iphone_14_1.jpg,iphone_14,02_24,4032,3024,0.299355159,0.200727513,0.286210317,0.825727513,0.751736111,0.91468254,0.824156746,0.242724868,1207,607,1154,2497,3031,2766,3323,734
02_25_iphone_14_0.jpg,iphone_14,02_25,3024,4032,0.110449735,0.307043651,0.128306878,0.825644841,0.838293651,0.82093254,0.803240741,0.273561508,334,1238,388,3329,2535,3310,2429,1103
02_25_iphone_14_1.jpg,iphone_14,02_25,4032,3024,0.207093254,0.244047619,0.188740079,0.821097884,0.703621032,0.747354497,0.619791667,0.191468254,835,738,761,2483,2837,2260,2499,579
02_26_iphone_14_0.jpg,iphone_14,02_26,3024,4032,0.097222222,0.258928571,0.172619048,0.78844246,0.885912698,0.801587302,0.874338624,0.217757937,294,1044,522,3179,2679,3232,2644,878
02_26_iphone_14_1.jpg,iphone_14,02_26,4032,3024,0.296626984,0.177248677,0.320436508,0.861441799,0.837797619,0.850198413,0.818948413,0.148148148,1196,536,1292,2605,3378,2571,3302,448
02_28_iphone_14_0.jpg,iphone_14,02_28,3024,4032,0.040343915,0.148809524,0.15707672,0.76984127,0.956018519,0.765128968,0.973544974,0.103918651,122,600,475,3104,2891,3085,2944,419
02_28_iphone_14_1.jpg,iphone_14,02_28,4032,3024,0.273065476,0.217592593,0.305555556,0.863095238,0.790922619,0.853835979,0.776041667,0.187830688,1101,658,1232,2610,3189,2582,3129,568
03_01_iphone_14_0.jpg,iphone_14,03_01,3024,4032,0.128306878,0.246527778,0.226521164,0.747271825,0.874338624,0.735615079,0.919973545,0.209325397,388,994,685,3013,2644,2966,2782,844
03_01_iphone_14_1.jpg,iphone_14,03_01,4032,3024,0.280505952,0.186177249,0.307291667,0.846230159,0.797371032,0.811177249,0.777777778,0.149140212,1131,563,1239,2559,3215,2453,3136,451
03_02_iphone_14_0.jpg,iphone_14,03_02,3024,4032,0.206679894,0.244295635,0.25,0.689236111,0.828042328,0.665178571,0.803240741,0.22718254,625,985,756,2779,2504,2682,2429,916
03_02_iphone_14_1.jpg,iphone_14,03_02,4032,3024,0.184275794,0.156746032,0.22296627,0.870701058,0.697916667,0.783068783,0.702628968,0.159722222,743,474,899,2633,2814,2368,2833,483
03_03_iphone_14_0.jpg,iphone_14,03_03,3024,4032,0.09292328,0.193700397,0.166335979,0.73015873,0.850529101,0.724702381,0.887896825,0.168154762,281,781,503,2944,2572,2922,2685,678
03_03_iphone_14_1.jpg,iphone_14,03_03,4032,3024,0.315972222,0.198412698,0.329613095,0.799933862,0.79389881,0.766534392,0.756696429,0.162037037,1274,600,1329,2419,3201,2318,3051,490
03_04_iphone_14_0.jpg,iphone_14,03_04,3024,4032,0.154100529,0.257440476,0.164351852,0.802331349,0.894179894,0.826388889,0.913690476,0.257440476,466,1038,497,3235,2704,3332,2763,1038
03_04_iphone_14_1.jpg,iphone_14,03_04,4032,3024,0.175595238,0.218253968,0.208829365,0.838624339,0.687251984,0.787698413,0.634176587,0.136904762,708,660,842,2536,2771,2382,2557,414
03_05_iphone_14_0.jpg,iphone_14,03_05,3024,4032,0.087962963,0.11235119,0.128306878,0.659722222,0.817460317,0.66344246,0.84755291,0.114831349,266,453,388,2660,2472,2675,2563,463
03_05_iphone_14_1.jpg,iphone_14,03_05,4032,3024,0.256696429,0.167989418,0.274305556,0.834986772,0.772073413,0.814484127,0.753472222,0.152777778,1035,508,1106,2525,3113,2463,3038,462
03_07_iphone_14_0.jpg,iphone_14,03_07,3024,4032,0.14781746,0.117063492,0.193121693,0.644097222,0.877645503,0.602430556,0.834986772,0.09375,447,472,584,2597,2654,2429,2525,378
03_07_iphone_14_1.jpg,iphone_14,03_07,4032,3024,0.229910714,0.268518519,0.270833333,0.818783069,0.695684524,0.734457672,0.626240079,0.197751323,927,812,1092,2476,2805,2221,2525,598
03_08_iphone_14_0.jpg,iphone_14,03_08,3024,4032,0.125992063,0.154265873,0.197420635,0.654265873,0.820767196,0.642609127,0.858796296,0.130208333,381,622,597,2638,2482,2591,2597,525
03_08_iphone_14_1.jpg,iphone_14,03_08,4032,3024,0.268105159,0.230489418,0.318204365,0.744378307,0.681547619,0.700396825,0.718501984,0.218915344,1081,697,1283,2251,2748,2118,2897,662
03_09_iphone_14_0.jpg,iphone_14,03_09,3024,4032,0.136574074,0.269097222,0.219246032,0.751240079,0.803240741,0.686755952,0.803240741,0.238839286,413,1085,663,3029,2429,2769,2429,963
03_09_iphone_14_1.jpg,iphone_14,03_09,4032,3024,0.279513889,0.209986772,0.318204365,0.771164021,0.718501984,0.753637566,0.760168651,0.206679894,1127,635,1283,2332,2897,2279,3065,625
03_10_iphone_14_0.jpg,iphone_14,03_10,3024,4032,0.161375661,0.203869048,0.187169312,0.683779762,0.773148148,0.675099206,0.836309524,0.224702381,488,822,566,2757,2338,2722,2529,906
03_10_iphone_14_1.jpg,iphone_14,03_10,4032,3024,0.218501984,0.175595238,0.230406746,0.820436508,0.720238095,0.777116402,0.686011905,0.147486772,881,531,929,2481,2904,2350,2766,446
03_11_iphone_14_0.jpg,iphone_14,03_11,3024,4032,0.313161376,0.199900794,0.305886243,0.544146825,0.772156085,0.551835317,0.78042328,0.190724206,947,806,925,2194,2335,2225,2360,769
03_11_iphone_14_1.jpg,iphone_14,03_11,4032,3024,0.406498016,0.168650794,0.408234127,0.888227513,0.946180556,0.885912698,0.9375,0.174933862,1639,510,1646,2686,3815,2679,3780,529
